Timestamp,Ticker,Headline,Sentiment_Score,Label
2025-12-23T05:13:55.943360,Gold,Gold price bounces back as investors eye Fed minutes for rate cut clues,-0.4596230685710907,Negative
2025-12-23T05:13:55.943401,Gold,Gold prices tumble for fourth day on firmer dollar and waning expectations of Fed rate cut,-0.9115552306175232,Negative
2025-12-23T05:13:55.943441,Gold,"Market Rout Intensifies, Sweeping Up Everything From Tech to Crypto to Gold",-0.4858360886573791,Negative
2025-12-23T05:13:55.943481,Gold,Best Gold Stocks in India 2025,0.0,Neutral
2025-12-23T05:13:55.943520,Gold,Gold-price volatility likely to cap gains for Muthoot Finance's stock,0.8064170479774475,Positive
2025-12-23T05:13:55.943559,Gold,"Do you think gold prices will hit $5,000 next year? How readers voted",0.0,Neutral
2025-12-23T05:13:55.943599,Gold,Are gold and bitcoin a hedge against a financial or market crash?,0.0,Neutral
2025-12-23T05:13:55.943638,Gold,"Market Strategist Doubles Down on Gold: Predicts $5,100",-0.6664782166481018,Negative
2025-12-23T05:13:55.943679,Gold,Muthoot Finance Q2 profit surges 88% as gold loan demand hits new highs,0.9432087540626526,Positive
2025-12-23T05:13:55.943717,Gold,"Stock market today: Dow tumbles 800 points with Nasdaq, S&P 500 hammered as investors pare rate cut bets",-0.9579737186431884,Negative
2025-12-23T05:13:55.943754,Gold,"Muthoot Finance shares skyrocket more than 10.5%, hitting all-time high on robust Q2 numbers; analysts give a thumbs up",0.8614427447319031,Positive
2025-12-23T05:13:55.943791,Gold,Where Do Gold Prices Go From Here? Here's What Experts Say,0.0,Neutral
2025-12-23T05:13:55.943829,Gold,"Stock market today: S&P 500, Nasdaq soar, lead Dow higher as Senate vote lifts hopes for end to US shutdown",0.8686765432357788,Positive
2025-12-23T05:13:55.943867,Gold,"Stocks rise, dollar dips with focus on labor market, US government reopening",-0.7402597069740295,Negative
2025-12-23T05:13:55.943905,Gold,Should you invest in gold?,0.0,Neutral
2025-12-23T05:13:55.943943,Gold,"Gold price today near $4,000 as stock market down over AI concerns - is it time to add more gold to your p",-0.6624003052711487,Negative
2025-12-23T05:13:55.943981,Gold,"Gold price today, Friday, November 7: Gold moves above $4,000 after stock prices dip",0.9140587449073792,Positive
2025-12-23T05:13:55.944017,Gold,"Stock market today : Dow Gains 0.48%, Gold price Jumps to $3 985 after Supreme Court Challenges Trump Tariffs",0.7108014225959778,Positive
2025-12-23T05:13:55.944054,Gold,Gold’s Historic Breakout Against Stock Market Performance in 2025,0.749476969242096,Positive
2025-12-23T05:13:55.944091,Gold,Gold price down a bit despite global stock markets selling off,-0.7058318853378296,Negative
2025-12-23T05:13:55.944129,Gold,"Current price of gold as of October 31, 2025",0.0,Neutral
2025-12-23T05:13:55.944166,Gold,Is Gold a Good Investment Right Now?,0.0,Neutral
2025-12-23T05:13:55.944203,Gold,How to Buy Gold: 4 Ways to Invest In Gold's Rapid Rise,0.0,Neutral
2025-12-23T05:13:55.944240,Gold,"Manappuram, Muthoot Finance decline up to 3% as gold prices fall for three days",-0.9716511368751526,Negative
2025-12-23T05:13:55.944277,Gold,3 quick ways to capitalize on gold's price fluctuations now,0.0,Neutral
2025-12-23T05:13:55.944314,Gold,Gold financing stocks fall up to 5% as gold prices decline 9% over three days,-0.9745141267776488,Negative
2025-12-23T05:13:55.944351,Gold,"Manappuram, Muthoot Finance Share Price Decline as Gold Prices Slip for Third Day | Stock Market Today",-0.9659238457679749,Negative
2025-12-23T05:13:55.944388,Gold,"Stocks, Gold Sink as Momentum Fades | The Close 10/22/2025",-0.9507247805595398,Negative
2025-12-23T05:13:55.944425,Gold,Gold prices drop back again after biggest fall in three years,-0.958384335041046,Negative
2025-12-23T05:13:55.944462,Gold,Gold on track for biggest one-day fall since 2020; BoE governor warns over private credit risks - as it happened,-0.9132407903671264,Negative
2025-12-23T05:13:55.944499,Gold,S&P/TSX composite slides on lower gold prices as U.S. markets fare better on earnings,-0.9397311806678772,Negative
2025-12-23T05:13:55.944536,Gold,"‘US Stock Market A MASSIVE Bubble…’, Zoho Cofounder & Gita Gopinath's Warning On US Equities, Gold",0.0,Neutral
2025-12-23T05:13:55.944574,Gold,"Markets rattled: US-China 'trade war', Gold's surge, bitcoin plummets, govt shutdown at standstill",-0.9591283798217772,Negative
2025-12-23T05:13:55.944612,Gold,"ASX closes higher supported by banks while gold stocks sold off, China's economy continues to slow — as it happened",-0.8215119242668152,Negative
2025-12-23T05:13:55.944651,Gold,Why gold and stocks are partying together,0.0,Neutral
2025-12-23T05:13:55.944691,Gold,"Top Stock Market Highlights of the Week: Genting Malaysia, Gold Prices and SGX-IDX Partnership",0.0,Neutral
2025-12-23T05:13:55.944730,Gold,Nearly £11bn wiped off UK banks after US regional banking fears spooked markets – as it happened,-0.9574525952339172,Negative
2025-12-23T05:13:55.944767,Gold,Bank shares lead global market fall amid jitters over US private credit,-0.9599061012268066,Negative
2025-12-23T05:13:55.944803,Gold,Muthoot Finance share price extends rally to 5th day; hits record high as gold prices soar to new peak,0.9236316084861756,Positive
2025-12-23T05:13:55.944840,Gold,Stock Market Today: Indexes Up In Strong Week On Trump News; Oracle Dives (Live Coverage),-0.4552588164806366,Negative
2025-12-23T05:13:55.944877,Gold,"[Gold Market Review] Major U.S. Financial Event Sparks Risk Aversion, Gold Price Surges $118 – How to Trade?",0.0,Neutral
2025-12-23T05:13:55.944915,Gold,"Markets News, Oct. 16, 2025: Stocks Close Lower as Regional Bank Shares Plummet; Gold Sets Fresh Record; Bond Yields Fall to Lowest Level Since April",-0.9719009399414062,Negative
2025-12-23T05:13:55.944952,Gold,"Manappuram, Muthoot, and IIFL Finance shares rally up to 57% in six months; will the surge continue?",0.9494504928588868,Positive
2025-12-23T05:13:55.944989,Gold,Gold & silver hit record highs: Why investors are rushing to buy,0.0,Neutral
2025-12-23T05:13:55.945026,Gold,The one chart that predicts when the gold rally will end,0.0,Neutral
2025-12-23T05:13:55.945063,Gold,"US stocks end mixed, gold jumps amid upbeat IMF forecast, trade tensions",-0.4414117932319641,Negative
2025-12-23T05:13:55.945100,Gold,"US stocks close higher, gold rallies to fresh records",0.8289715647697449,Positive
2025-12-23T05:13:55.945137,Gold,Searching for Meaning in the Gold Rally,0.0,Neutral
2025-12-23T05:13:55.945174,Gold,Gold price rally to record highs lifts gold loan stocks — Muthoot Finance and Manappuram gain up to 52% YTD,0.9432870149612428,Positive
2025-12-23T05:13:55.945211,Gold,Why soaring gold prices could be a warning sign for the economy,-0.653671383857727,Negative
2025-12-23T05:13:55.945248,Gold,"Financial Expert Terry Savage on Gold, Stock Market & 529s",0.0,Neutral
2025-12-23T05:13:55.945285,Gold,"Markets News, Oct. 9, 2025: Stocks End Lower After S&P 500, Nasdaq Hit Fresh Records; Delta, Pepsi Pop on Strong Results; Gold Falls Below $4,000",-0.9565808176994324,Negative
2025-12-23T05:13:55.945322,Gold,"Stocks, Gold Pull Back as Shutdown Uncertainty Persists",-0.8981150388717651,Negative
2025-12-23T05:13:55.945359,Gold,"Bank of England warns of risk of AI market correction; gold hits new $4,000 an ounce record – as it happened",-0.8864167928695679,Negative
2025-12-23T05:13:55.945396,Gold,"Stock market today: S&P 500, Nasdaq resume record rally as gold jumps, Fed minutes point to more rate cuts",0.5295443534851074,Positive
2025-12-23T05:13:55.945439,Gold,"Gold surges past record $4,000 an ounce as uncertainty fuels rally",0.6931477189064026,Positive
2025-12-23T05:13:55.945479,Gold,"Gold Prices Topped $4,000 For The First Time. Where Do They Go From Here?",0.0,Neutral
2025-12-23T05:13:55.945517,Gold,"Record gold prices, soaring profits: Is it too late to buy gold loan stocks?",0.0,Neutral
2025-12-23T05:13:55.945554,Gold,Gold vs. bitcoin: Which is the real safe bet?,0.0,Neutral
2025-12-23T05:13:55.945593,Gold,"Stock market rally takes a pause as gold prices top US$4,000 per ounce",0.0,Neutral
2025-12-23T05:13:55.945632,Gold,"Gold, mining companies are beating AI on the stock market: +135% year-to-date versus +40%. And with less challenging multiples",0.85122150182724,Positive
2025-12-23T05:13:55.945669,Gold,Festive gold rush: Should you buy jewellery or gold stocks this season?,0.0,Neutral
2025-12-23T05:13:55.945707,Gold,"Gold notches new high as it crosses $3,800, plus Fed chair says 'no risk free path'",0.8377619981765747,Positive
2025-12-23T05:13:55.945744,Gold,Gold price hits new record as hopes of more Fed rate cuts spur demand,0.6489389538764954,Positive
2025-12-23T05:13:55.945781,Gold,"Stocks hit record highs, dollar falls as investors assess mixed Fed messages",-0.7370578646659851,Negative
2025-12-23T05:13:55.945818,Gold,"Gold prices rising, will stock market fall? 'Nixon shock' era holds cues",0.0,Neutral
2025-12-23T05:13:55.945855,Gold,"With gold prices at record highs, are gold loan lenders a better bet for your portfolio than jewellery mak",0.0,Neutral
2025-12-23T05:13:55.945894,Gold,Gold price holds near record ahead of Fed interest rate decision,0.5610060691833496,Positive
2025-12-23T05:13:55.945933,Gold,Why gold continues to shine,0.0,Neutral
2025-12-23T05:13:55.945972,Gold,"Ray Dalio sees US stock market at risk of ‘heart attack’, suggests this much exposure in gold",0.0,Neutral
2025-12-23T05:13:55.946009,Gold,"Stock Market Today: Dow Slips, Nasdaq Gains, Gold price Hits Records",-0.944940984249115,Negative
2025-12-23T05:13:55.946046,Gold,Stocks to Watch as the Gold Hits Record Highs,0.0,Neutral
2025-12-23T05:13:55.946083,Gold,"Muthoot, Manappuram can rally more despite up to 55% rise in 2025: Analysts",0.9454118609428406,Positive
2025-12-23T05:13:55.946120,Gold,Gold on a new high: What’s next for gold-related stocks this festive season?,0.0,Neutral
2025-12-23T05:13:55.946156,Gold,Goldman says to buy these 3 areas of the stock market poised to dominate through the end of 2025,0.5044724941253662,Positive
2025-12-23T05:13:55.946193,Gold,"Gold is on a record run — here's how to invest, according to experts",0.0,Neutral
2025-12-23T05:13:55.946229,Gold,Why is the price of gold hitting record highs?,0.0,Neutral
2025-12-23T05:18:47.189455,Gold,Gold price dips as US Fed interest rate cut expectations fall,-0.9028024077415466,Negative
2025-12-23T05:19:07.698539,TSLA,"TESLA, INC. (TSLA)",0.0,Neutral
2025-12-23T05:19:07.698656,TSLA,‘Sell’ TSLA Stock (TSLA) Now? Analyst Predicts 50% Plunge in 2026,0.0,Neutral
2025-12-23T05:19:07.698700,TSLA,Tesla Stock to End 2025 at ATH: How High Will TSLA go in 2026?,0.0,Neutral
2025-12-23T05:19:07.698738,TSLA,Tesla Stock In A Buy Zone Amid More Unsupervised Robotaxi Videos And Musk's Pay Deal Court Win,-0.4945586025714874,Negative
2025-12-23T05:19:07.698777,TSLA,Why Tesla (TSLA) Stock Is Trading Up Today,0.0,Neutral
2025-12-23T05:19:07.698814,TSLA,Tesla Stock Poised for Even More Record Highs,0.5890845656394958,Positive
2025-12-23T05:19:07.698856,TSLA,Will Tesla Stock Lose Its ‘Elon Musk Premium’ After the SpaceX IPO? And You Should Sell TSLA Here?,0.0,Neutral
2025-12-23T05:19:07.698895,TSLA,"“…In 18 Months This is a $35,000 Truck” Tesla Stock (NASDAQ:TSLA) Surges With New Pricing Projections",0.8964096903800964,Positive
2025-12-23T05:19:07.698935,TSLA,"Tesla Stock (TSLA) News Today (Dec. 22, 2025): Musk Pay Package Ruling, Robotaxi Momentum, Analyst Forecasts, and the Key Risks Ahead",0.0,Neutral
2025-12-23T05:19:07.698975,TSLA,"‘Don’t Chase the Rally,’ Says Investor About Tesla Stock",0.0,Neutral
2025-12-23T05:19:07.699014,TSLA,"Tesla Stock (TSLA) News & Forecast — Dec. 22, 2025: Musk Pay Deal Restored, Robotaxi Testing Accelerates, and Wall Street Splits on 2026",0.8219207525253296,Positive
2025-12-23T05:19:07.699052,TSLA,Tesla (TSLA) Stock Forecast — 3 Red Flags Investors Can’t Ignore in 2026,0.0,Neutral
2025-12-23T05:19:07.699091,TSLA,Tesla (TSLA) Stock: Edges Lower as EV Door Mechanism Issues Make Headlines,-0.8399051427841187,Negative
2025-12-23T05:19:07.699193,TSLA,Tesla (TSLA) Stocks: Autopilot Marketing Faces California DMV Scrutiny,0.0,Neutral
2025-12-23T05:19:07.699242,TSLA,"Tesla (TSLA) Stock Before the Market Opens: The Key News, Forecasts, and Analyst Calls to Watch for Dec. 22, 2025",0.0,Neutral
2025-12-23T05:19:07.699282,TSLA,"EV Stocks Week Ahead (Dec. 22–26, 2025): Tesla’s Robotaxi Push, Rivian’s AI Rally, and Policy Whiplash Set Up a Volatile Holiday Week",-0.8643649220466614,Negative
2025-12-23T05:19:07.699320,TSLA,"Tesla Stock (TSLA) News on Dec. 21, 2025: Musk Pay Package Restored, Robotaxi Hiring Accelerates, and Wall Street Forecasts Split",0.9338865876197815,Positive
2025-12-23T05:19:07.699359,TSLA,"Tesla Stock (TSLA) News and Forecasts for Dec. 20, 2025: Musk’s Pay Deal Reinstated, Robotaxi Momentum, and Wall Street’s Split Outlook",-0.5868699550628662,Negative
2025-12-23T05:19:07.699396,TSLA,"Tesla Stock News Today (Dec. 20, 2025): TSLA Weighs Musk Pay Ruling, California Autopilot Scrutiny, and Diverging Delivery Forecasts",-0.9670626521110535,Negative
2025-12-23T05:19:07.699434,TSLA,"Tesla Stock News Today (TSLA): Robotaxi Momentum, California “Autopilot” Ruling, and Q4 Delivery Forecasts — December 19, 2025",0.0,Neutral
2025-12-23T05:19:07.699474,TSLA,"TSLA Stock Price Prediction: Where Tesla Could Be by 2025, 2026, 2030",0.0,Neutral
2025-12-23T05:19:07.699520,TSLA,"Tesla Stock (TSLA) News Today: Record-High Rally Wobbles on California Autopilot Ruling, Robotaxi Momentum and Wall Street Forecasts (Dec. 18, 2025)",-0.6276663541793823,Negative
2025-12-23T05:19:07.699558,TSLA,Elon Musk Got Tesla's Stock Back to Record Highs. Can Its AI-Powered 'March' Continue?,0.0,Neutral
2025-12-23T05:19:07.699596,TSLA,"Tesla Stock (TSLA) Hits Fresh Records as Robotaxi Momentum Meets California DMV Risk — News, Forecasts and Analyst Outlook for Dec. 17, 2025",0.8913896083831787,Positive
2025-12-23T05:19:07.699633,TSLA,Tesla stock soars to record high today: What's driving TSLA rally?,0.0,Neutral
2025-12-23T05:19:07.699671,TSLA,"Tesla's Stock Drives Up to a Record High, After a Year-Long Wait",0.9275040030479431,Positive
2025-12-23T05:19:07.699707,TSLA,"Tesla Stock (TSLA) News Today: Robotaxi Tests Fuel Rally, But Wall Street Forecasts Split Wide on Dec. 16, 2025",0.0,Neutral
2025-12-23T05:19:07.699744,TSLA,"Tesla Stock (TSLA) Surges on Driverless Robotaxi Tests: Latest News, Analyst Forecasts, and Key Risks for December 16, 2025",0.0,Neutral
2025-12-23T05:19:07.699781,TSLA,Tesla (TSLA) Stock Reaches 2025 High on Robotaxi Testing News,0.8900666832923889,Positive
2025-12-23T05:19:07.699818,TSLA,Tesla (TSLA) Stock Predictions for 2026 and Beyond,0.0,Neutral
2025-12-23T05:19:07.699854,TSLA,Tesla Stock Has A New Buy Point. Will Driverless Robotaxi Excitement Fuel Action?,0.0,Neutral
2025-12-23T05:19:07.699895,TSLA,"Tesla (TSLA) Stock Is Up, What You Need To Know",0.0,Neutral
2025-12-23T05:19:07.699932,TSLA,Investor Cathie Wood Sells Tesla Stock (TSLA),0.0,Neutral
2025-12-23T05:19:07.699969,TSLA,"Tesla Stock Jumps on Driverless Robotaxi Testing: TSLA News, Analyst Forecasts, and What Could Move Shares Next",0.0,Neutral
2025-12-23T05:19:07.700005,TSLA,Tesla Starts Driverless Robotaxi Tests: Time to Bet on TSLA Stock?,0.0,Neutral
2025-12-23T05:19:07.700046,TSLA,Barclays Says Tesla (TSLA) Deliveries ‘Likely Won’t Matter’ for the Stock,0.0,Neutral
2025-12-23T05:19:07.700082,TSLA,"Tesla Stock (TSLA) News on Dec. 14, 2025: Robotaxi “Three-Week” Countdown Collides With Slowing Sales—What Analysts Forecast Next",-0.9648259878158569,Negative
2025-12-23T05:19:07.700123,TSLA,"Tesla Stock Forecast: TSLA Weekly Recap, Latest News, and Week-Ahead Catalysts (Updated Dec. 13, 2025)",0.0,Neutral
2025-12-23T05:19:07.700160,TSLA,Tesla Teases Entry Ahead Of Musk's Self-Imposed Deadline,0.0,Neutral
2025-12-23T05:19:07.700196,TSLA,"Tesla Stock News, Forecasts & Analyst Outlook (TSLA) — What to Know on December 12, 2025",0.0,Neutral
2025-12-23T05:19:07.700232,TSLA,Tesla (TSLA) Stock Falls Amid Market Uptick: What Investors Need to Know,0.0,Neutral
2025-12-23T05:19:07.700269,TSLA,Morgan Stanley Hands Tesla Stock New Rating And Sees Musk Hitting This Many Pay Deal Milestones,0.8331745266914368,Positive
2025-12-23T05:19:07.700306,TSLA,"Tesla Stock Today (TSLA): What to Know Before the Market Opens on December 8, 2025",0.0,Neutral
2025-12-23T05:19:07.700342,TSLA,"Tesla, Inc. Stock (TSLA) Opinions on AI Developments and China Sales",0.0,Neutral
2025-12-23T05:19:07.700379,TSLA,"Tesla Stock (TSLA) Today: Price, Latest News, Robotaxi Hype and 2026 Forecasts – December 6, 2025",0.0,Neutral
2025-12-23T05:19:07.700415,TSLA,ChatGPT Thinks Tesla Stock Price Will Close At This Level By The End of 2025,0.0,Neutral
2025-12-23T05:19:07.700457,TSLA,"Tesla: Cathie Wood Dumps TSLA Stock, Price Dip Soon?",0.0,Neutral
2025-12-23T05:19:07.700493,TSLA,Why Tesla (TSLA) Stock Is Climbing Today,0.6430793404579163,Positive
2025-12-23T05:19:07.700530,TSLA,Tesla stock rises after Trump administration signals robotics push,-0.4392487406730652,Negative
2025-12-23T05:19:07.700566,TSLA,"Tesla (TSLA) Stock Trades Up, Here Is Why",0.0,Neutral
2025-12-23T05:19:07.700605,TSLA,"Tesla Stock Today (TSLA): Michael Burry’s New Short, China Sales Jump and 2026 Robotaxi Bets – December 2, 2025",0.0,Neutral
2025-12-23T05:19:07.700641,TSLA,Elon Musk Says These Mag 7 Stocks Not Named Tesla Are Set To Dominate,0.0,Neutral
2025-12-23T05:19:07.700678,TSLA,Tesla (TSLA) Stock Dips as European Sales Plunge Over 50%,-0.9701030254364014,Negative
2025-12-23T05:19:07.700719,TSLA,Evaluating TSLA Stock's Actual Performance,0.0,Neutral
2025-12-23T05:19:07.700756,TSLA,"‘Wait Until It Drops to $220,’ Says Top Investor About Tesla Stock",-0.5405313968658447,Negative
2025-12-23T05:19:07.700792,TSLA,What Musk And Tesla Are Saying About FSD With Weeks To Go Before This Big Deadline,0.0,Neutral
2025-12-23T05:19:07.700829,TSLA,"Tesla (TSLA) Stock Today, November 25, 2025: AI Chip Hype Collides With EV Reality",0.0,Neutral
2025-12-23T05:19:07.700865,TSLA,Tesla (TSLA) Stock: European Sales Plunge Nearly 50% as Chinese Rival BYD Surges,-0.9682989120483398,Negative
2025-12-23T05:19:07.700902,TSLA,Tesla Stock (NASDAQ:TSLA) Blasts Up Despite New Lawsuit,0.9161108136177063,Positive
2025-12-23T05:19:07.700938,TSLA,"Top Stock Movers Now: Tesla, Google Parent Alphabet, Carvana, Novo Nordisk, and More",0.0,Neutral
2025-12-23T05:19:07.700979,TSLA,Tesla rallies after Elon Musk highlights its AI chip design upside (TSLA:NASDAQ),0.0,Neutral
2025-12-23T05:19:07.701015,TSLA,Tesla stock lands elusive ‘must own’ status from Wall Street firm,0.0,Neutral
2025-12-23T05:19:07.701052,TSLA,"Tesla Stock (TSLA) Is a ‘Must Own,’ Says Melius Research",0.0,Neutral
2025-12-23T05:19:07.701089,TSLA,"Stock market today: Nasdaq sees biggest jump since May, S&P 500 soars as Alphabet, Tesla lead tech rally",0.9082422256469727,Positive
2025-12-23T05:19:07.701128,TSLA,"Tesla Stock (TSLA) Today, November 24, 2025: AI Chip Push Meets New Legal and Trademark Risks",0.0,Neutral
2025-12-23T05:19:07.701164,TSLA,Should You Buy the New Elon Musk-Driven Hype in TSLA Stock or Stay Far Away?,0.0,Neutral
2025-12-23T05:19:07.701201,TSLA,Why Tesla Stock Jumped 6.8% Today,0.5787675380706787,Positive
2025-12-23T05:19:07.701241,TSLA,"Tesla stock pops as Melius says it's a 'must own' due to FSD, Musk touts AI chip progress",-0.6856579184532166,Negative
2025-12-23T05:19:07.701278,TSLA,Tesla Stock Just Hit a Wall -- The Reversal Says More Than the Rally,0.0,Neutral
2025-12-23T05:19:07.701315,TSLA,S&P 500: Tesla Is One Of The 7 Most Expensive Stocks — Do You Own Any?,0.0,Neutral
2025-12-23T05:19:07.701352,TSLA,Tesla stock drops to end the week as robotaxi optimism battles AI bubble jitters,-0.953728437423706,Negative
2025-12-23T05:19:07.701388,TSLA,2025 Hasn’t Been Pleasant for Tesla Stock. Will 2026 Be Any Better?,0.0,Neutral
2025-12-23T05:19:07.701426,TSLA,"Tesla Stock Today (TSLA): Price, Legal Overhang, FSD V14.2 and Robotaxi Momentum – November 21, 2025",0.0,Neutral
2025-12-23T05:19:07.701463,TSLA,TSLA: Tesla Stock Jumps on Nvidia Earnings and AI Momentum,-0.9202983975410461,Negative
2025-12-23T05:19:07.701500,TSLA,AI Analyst Stays Bullish on Tesla Stock (TSLA) Forecast While Wall Street Hesitates,-0.7385637164115906,Negative
2025-12-23T05:19:07.701537,TSLA,What Nvidia Earnings Mean For Tesla As 2026 Could Be The Year Of The Robotaxi Wars,0.0,Neutral
2025-12-23T05:19:07.701573,TSLA,Tesla (TSLA) Stock Climbs Nearly 5% on xAI’s $15 Billion Fundraising News,0.9407015442848206,Positive
2025-12-23T05:19:07.701610,TSLA,"If You'd Invested $5,000 in Tesla (TSLA) 5 Years Ago, Here's How Much You'd Have Today",0.0,Neutral
2025-12-23T05:19:07.701647,TSLA,"As Musk Hints That Tesla Could Make Its Own AI Chips, Should You Buy TSLA Stock?",0.0,Neutral
2025-12-23T05:19:07.701683,TSLA,Tesla Stock Climbs on Buzz of a Huge $15 Billion xAI Fundraise,0.8296627402305603,Positive
2025-12-23T05:19:07.701720,TSLA,Peter Thiel Just Slashed His Stake in Tesla Stock by 76%. Should You Sell TSLA Too?,0.0,Neutral
2025-12-23T05:19:07.701756,TSLA,Tesla (TSLA) Stock Climbs on Stifel’s Bullish Forecast,0.9292179346084595,Positive
2025-12-23T05:19:07.701793,TSLA,Tesla Stock (TSLA) Gains as Institutional Investors Boost Stakes,0.9400255084037781,Positive
2025-12-23T05:19:07.701832,TSLA,TSLA Billionaire Investor Says Never Sell Tesla Stock: Here’s Why,0.0,Neutral
2025-12-23T05:19:07.701869,TSLA,Tesla stock reverses higher as tech shakes off Thursday's big sell-off,0.8663368225097656,Positive
2025-12-23T05:19:07.701906,TSLA,This Analyst Warns Tesla Stock Could Plunge 70% Despite Elon Musk’s $1 Trillion Pay Package Win,-0.9643353819847107,Negative
2025-12-23T05:19:07.701943,TSLA,"Billionaire Investor Ron Baron Says Tesla Could Become a $10,000 Stock",0.0,Neutral
2025-12-23T05:19:07.701980,TSLA,Tesla Stock Sells Off As Biggest Supporter Cuts Stake For Four Straight Sessions,-0.9481321573257446,Negative
2025-12-23T05:19:07.702016,TSLA,Cathie Wood Dumps More Tesla Stock but TSLA Still Reigns Inside ARK,-0.7556091547012329,Negative
2025-12-23T05:19:07.702052,TSLA,Why Tesla (TSLA) Shares Are Sliding Today,-0.9549641013145447,Negative
2025-12-23T05:19:07.702089,TSLA,Tesla’s China Sales Just Hit a 3-Year Low. Should You Ditch TSLA Stock Now?,-0.8663604855537415,Negative
2025-12-23T05:19:07.702125,TSLA,"‘A Better Opportunity Awaits,’ Says Top Investor About Tesla Stock",0.7417569756507874,Positive
2025-12-23T05:19:07.702162,TSLA,"Cathie Wood Trims Tesla (TSLA) Stake Again, Loads Up on New AI and Chip Stocks",0.8575789332389832,Positive
2025-12-23T05:19:07.702199,TSLA,"Tesla Just Lost Its Cybertruck Leader. Should You Buy, Sell, or Hold TSLA Stock?",0.0,Neutral
2025-12-23T05:19:07.702235,TSLA,"Cathie Wood Sells Tesla (TSLA) Stock, and Buys This Stock after Q3 Beat",0.0,Neutral
